"Year","Period","State","State ANSI","Data Item","Domain","Value","Chemical","Chemical_Code"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","HERBICIDE",1.3,"FLUMIOXAZIN "," 129034"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","HERBICIDE",1.1,"OXYFLUORFEN "," 111601"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.4,"ABAMECTIN "," 122804"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"ACETAMIPRID "," 99050"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.8,"AZADIRACHTIN "," 121701"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.3,"BIFENAZATE "," 586"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"BIFENTHRIN "," 128825"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"CHLORANTRANILIPROLE "," 90100"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.4,"FLUPYRADIFURONE "," 122304"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.2,"HEXYTHIAZOX "," 128849"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.8,"NOVALURON "," 124002"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",3.9,"PYRETHRINS "," 69001"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"SPINETORAM "," 110007"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.1,"SPINOSAD "," 110003"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.2,"THIAMETHOXAM "," 60109"
2016,"YEAR","CALIFORNIA","06","NUMBER, AVG","OTHER",1.8,"FLUTRIAFOL "," 128940"
2016,"YEAR","FLORIDA","12","LB","INSECTICIDE",800,"BIFENTHRIN "," 128825"
2016,"YEAR","FLORIDA","12","LB","INSECTICIDE",800,"CHLORANTRANILIPROLE "," 90100"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.114,"AZOXYSTROBIN "," 128810"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",1.909,"CAPTAN "," 81301"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.01,"CYFLUFENAMID "," 555550"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.322,"CYPRODINIL "," 288202"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.224,"FLUDIOXONIL "," 71503"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.362,"ISOFETAMID "," 270000"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.659,"THIOPHANATE-METHYL "," 102001"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.46,"BIFENAZATE "," 586"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.117,"BIFENTHRIN "," 128825"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.054,"CHLORANTRANILIPROLE "," 90100"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.039,"NOVALURON "," 124002"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",0.255,"AZOXYSTROBIN "," 128810"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",15.109,"CAPTAN "," 81301"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",0.019,"CYFLUFENAMID "," 555550"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",0.666,"CYPRODINIL "," 288202"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",0.423,"FLUDIOXONIL "," 71503"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",0.544,"ISOFETAMID "," 270000"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",1.298,"THIOPHANATE-METHYL "," 102001"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.84,"BIFENAZATE "," 586"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.162,"BIFENTHRIN "," 128825"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.08,"CHLORANTRANILIPROLE "," 90100"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.092,"NOVALURON "," 124002"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",2.2,"AZOXYSTROBIN "," 128810"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",7.9,"CAPTAN "," 81301"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",1.8,"CYFLUFENAMID "," 555550"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",2.1,"CYPRODINIL "," 288202"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",1.9,"FLUDIOXONIL "," 71503"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",1.5,"ISOFETAMID "," 270000"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",2,"THIOPHANATE-METHYL "," 102001"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",1.8,"BIFENAZATE "," 586"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",1.4,"BIFENTHRIN "," 128825"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",1.5,"CHLORANTRANILIPROLE "," 90100"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",2.4,"NOVALURON "," 124002"
2016,"YEAR","WASHINGTON","53","LB","FUNGICIDE",100,"BOSCALID "," 128008"
2016,"YEAR","WASHINGTON","53","LB","FUNGICIDE",200,"PYRACLOSTROBIN "," 99100"
2016,"YEAR","WASHINGTON","53","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.276,"BOSCALID "," 128008"
2016,"YEAR","WASHINGTON","53","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.155,"PYRACLOSTROBIN "," 99100"
2016,"YEAR","WASHINGTON","53","LB / ACRE / YEAR, AVG","FUNGICIDE",0.317,"BOSCALID "," 128008"
2016,"YEAR","WASHINGTON","53","LB / ACRE / YEAR, AVG","FUNGICIDE",0.27,"PYRACLOSTROBIN "," 99100"
2016,"YEAR","WASHINGTON","53","NUMBER, AVG","FUNGICIDE",1.1,"BOSCALID "," 128008"
2016,"YEAR","WASHINGTON","53","NUMBER, AVG","FUNGICIDE",1.7,"PYRACLOSTROBIN "," 99100"
